show_id,Type,Title,Director,Country,Date_added,Date_Added,Release_Year,Rating,Duration,Listed_In,IMDB_Rating,IMBD_Votes
s2605,Movie,The Killer,Marcelo Galvão,Brazil,04-06-2018,5/07/2020,2017,TV-MA,100 min,"Action & Adventure, International Movies",6,2642
s2615,Movie,Strange Weather,Katherine Dieckmann,United States,04-01-2018,3/07/2020,2016,R,91 min,"Dramas, Independent Movies",6,1499
s2721,Movie,Opening Night,Isaac Rentz,United States,12/31/2017,5/22/2020,2016,TV-MA,84 min,"Comedies, Independent Movies, Music & Musicals",6,2610
s2738,Movie,10 jours en or,Nicolas Brossette,France,12-08-2017,1/04/2020,2012,TV-14,97 min,"Comedies, Dramas, International Movies",6,1003
s2802,Movie,War Machine,David Michôd,United States,10/16/2017,1/04/2020,2017,TV-MA,123 min,"Comedies, Dramas",6,45972
s2863,Movie,Deidra & Laney Rob a Train,Sydney Freeland,United States,09-01-2017,2/26/2020,2017,TV-14,92 min,"Comedies, Dramas, Independent Movies",6,1887
s2868,Movie,Burning Sands,Gerard McMurray,United States,8/25/2017,1/20/2020,2017,TV-MA,102 min,"Dramas, Independent Movies",6,2828
s2896,Movie,IBOY,Adam Randall,United Kingdom,08-03-2017,1/15/2020,2017,TV-MA,91 min,"International Movies, Sci-Fi & Fantasy, Thrillers",6,22594
s2926,Movie,Reggie Watts: Spatial,Benjamin Dickinson,United States,07-01-2017,1/01/2020,2016,TV-MA,62 min,"Music & Musicals, Stand-Up Comedy",6,503
s2979,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,United States,5/26/2017,12/31/2019,2016,TV-MA,60 min,Stand-Up Comedy,6,681
s3062,Movie,Circle,"Aaron Hann, Mario Miscione",United States,11/15/2016,12/25/2019,2015,TV-MA,86 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",6,52925
s3124,Movie,Unspeakable Acts,Linda Otto,United States,12/16/2016,12/16/2016,1990,TV-14,95 min,Dramas,6,448
s3176,Movie,Free Willy,Simon Wincer,United States,10/15/2016,10/15/2016,1993,PG,112 min,"Children & Family Movies, Dramas",6,75244
s3168,Movie,Middle School: The Worst Years of My Life,Steve Carr,United States,9/23/2016,9/23/2016,2016,PG,92 min,"Children & Family Movies, Comedies",6,8972
s3202,Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,United States,6/24/2016,6/24/2016,1991,PG,88 min,"Children & Family Movies, Comedies",6,55499
s3235,Movie,World Trade Center,Oliver Stone,United States,12-04-2015,4/12/2015,2006,PG-13,129 min,"Action & Adventure, Dramas",6,83129
s852,Movie,Grown Ups,Dennis Dugan,United States,9/22/2021,7/09/2021,2010,PG-13,103 min,Comedies,5.9,247229
s198,Movie,A Champion Heart,David de Vos,United States,4/14/2021,1/04/2021,2018,G,90 min,"Children & Family Movies, Dramas",5.9,395
s310,Movie,A Cinderella Story,Mark Rosman,United States,09-07-2021,12/25/2020,2004,PG,95 min,"Children & Family Movies, Comedies",5.9,86395
s1029,TV Show,Navarasa,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon",India,8/23/2021,12/06/2020,2021,TV-MA,1 Season,TV Shows,5.9,3470
s152,Movie,The Net,Irwin Winkler,United States,08-11-2021,5/06/2020,1995,PG-13,114 min,Thrillers,5.9,66127
s206,Movie,Mary Magdalene,Garth Davis,United Kingdom,7/22/2021,10/31/2018,2019,R,120 min,"Dramas, Faith & Spirituality, International Movies",5.9,10234
s3852,Movie,Sleight,J.D. Dillard,United States,6/16/2021,1/09/2021,2016,R,89 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",5.9,8644
s283,Movie,I Am All Girls,Donovan Marsh,South Africa,6/15/2021,3/08/2021,2021,TV-MA,107 min,"Dramas, International Movies, Thrillers",5.9,5704
s4914,Movie,The Knight and the Princess,Bashir El Deek,Egypt,5/13/2021,5/21/2021,2019,TV-PG,96 min,"Action & Adventure, International Movies, Music & Musicals",5.9,375
s331,Movie,Loyiso Gola: Unlearning,Kagiso Lediga,South Africa,05-06-2021,4/23/2021,2021,TV-MA,60 min,Stand-Up Comedy,5.9,202
s376,TV Show,Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,United States,04-01-2021,11/15/2020,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",5.9,16799
s442,Movie,The Prom,Ryan Murphy,United States,02-05-2021,7/26/2020,2020,PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals",5.9,26197
s7484,Movie,Spirit Riding Free: Ride Along Adventure,"Beth Sleven, Allan Jacobsen, Kevin Wotton",United States,1/31/2021,6/27/2020,2020,TV-Y7,79 min,Children & Family Movies,5.9,60
s485,Movie,Rust Creek,Jen McGowan,United States,1/16/2021,5/22/2020,2018,R,108 min,Thrillers,5.9,11136
s319,TV Show,A Queen Is Born,Carla Barros,Brazil,12/25/2020,1/04/2020,2020,TV-14,1 Season,"International TV Shows, Reality TV",5.9,148
s508,Movie,What We Wanted,Ulrike Kofler,Austria,12/21/2020,1/04/2020,2020,TV-MA,93 min,"Dramas, International Movies",5.9,1773
s553,Movie,One More Try,Ruel S. Bayani,Philippines,12/17/2020,3/17/2020,2012,TV-14,102 min,"Dramas, International Movies, Romantic Movies",5.9,202
s570,TV Show,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui",Taiwan,12-10-2020,2/26/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries",5.9,157
s753,Movie,Villain,Philip Barantini,United Kingdom,10/16/2020,1/15/2020,2020,R,97 min,Dramas,5.9,3243
s938,Movie,Wasp Network,Olivier Assayas,France,08-04-2020,12/31/2019,2020,TV-MA,128 min,"Dramas, International Movies, Thrillers",5.9,10136
s970,Movie,One Take,Manatsanun Phanlerdwongsakul,Thailand,7/31/2020,12/25/2019,2020,TV-G,86 min,"Documentaries, International Movies, Music & Musicals",5.9,52
s1008,Movie,Let's Dance,Inas El-Degheidy,Egypt,07-08-2020,12/25/2019,2006,TV-14,116 min,"Comedies, Dramas, International Movies",5.9,1381
s1020,Movie,The Other,Youssef Chahine,Egypt,07-05-2020,7/30/2019,1999,TV-MA,106 min,"Dramas, International Movies, Romantic Movies",5.9,987
s1043,Movie,Honeytrap,Rebecca Johnson,United Kingdom,06-12-2020,6/27/2019,2014,TV-MA,94 min,"Dramas, Independent Movies",5.9,758
s1047,Movie,I Will Follow,Ava DuVernay,United States,07-03-2020,5/03/2019,2010,TV-14,80 min,"Dramas, Independent Movies, Romantic Movies",5.9,865
s1070,Movie,Fan of Amoory,Salmeen AlMurry Amer,United Arab Emirates,6/30/2020,2/15/2019,2018,TV-G,109 min,"Children & Family Movies, Dramas, International Movies",5.9,35
s1100,Movie,All Day and a Night,Joe Robert Cole,United States,6/19/2020,11/15/2018,2020,R,122 min,"Dramas, Independent Movies",5.9,3627
s1118,Movie,The Plagues of Breslau,Patryk Vega,Poland,6/15/2020,9/11/2018,2018,TV-MA,94 min,"International Movies, Thrillers",5.9,4942
s1122,Movie,Rising High,Cüneyt Kaya,Germany,06-12-2020,10/26/2018,2020,TV-MA,95 min,"Dramas, International Movies",5.9,4905
s1135,Movie,Chris D'Elia: No Pain,Matt D'Elia,United States,06-05-2020,10/19/2018,2020,TV-MA,55 min,Stand-Up Comedy,5.9,1772
s1215,Movie,Tootsies & The Fake,Kittiphak Thonguam,Thailand,05-11-2020,12/10/2018,2019,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",5.9,474
s1223,Movie,Frank & Lola,Matthew Ross,United States,05-07-2020,1/10/2018,2016,TV-MA,87 min,"Dramas, Thrillers",5.9,6029
s1270,Movie,Love Jacked,Alfons Adetuyi,Canada,4/15/2020,8/24/2018,2018,PG-13,94 min,"Comedies, International Movies, Romantic Movies",5.9,2142
s1410,Movie,Mahi NRI,Gaurav Bavdankar,United Kingdom,2/16/2020,2/03/2018,2017,TV-14,134 min,"Comedies, Dramas, International Movies",5.9,83
s1442,Movie,Earthquake Bird,Wash Westmoreland,United Kingdom,1/29/2020,3/07/2018,2019,R,107 min,"Dramas, Romantic Movies",5.9,14154
s1448,Movie,Jeff Garlin: Our Man In Chicago,Christopher Storer,United States,1/23/2020,6/24/2018,2019,TV-MA,59 min,Stand-Up Comedy,5.9,422
s1480,Movie,The Boy Who Cried Werewolf,Eric Bross,United States,01-01-2020,11/05/2018,2010,TV-Y,86 min,"Children & Family Movies, Comedies",5.9,3264
s1486,Movie,Christmas in the Heartland,Harvey Lowry,United States,01-01-2020,12/29/2017,2017,TV-PG,112 min,Dramas,5.9,1414
s1513,Movie,Verses of Love 2,Guntur Soeharjanto,Indonesia,12/16/2019,10/10/2017,2017,TV-14,127 min,"Dramas, Faith & Spirituality, International Movies",5.9,603
s1533,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball",United States,12/15/2019,9/24/2017,2019,TV-Y,24 min,Children & Family Movies,5.9,37
s1535,Movie,Ready to Mingle,Luis Javier Henaine,Mexico,12/15/2019,9/22/2017,2019,TV-MA,98 min,"Comedies, International Movies, Romantic Movies",5.9,2326
s1545,Movie,Malaal,Mangesh Hadawale,India,12-10-2019,1/06/2017,2019,TV-14,133 min,"Dramas, International Movies, Romantic Movies",5.9,1036
s1680,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,United States,10-11-2019,1/04/2017,2019,TV-MA,59 min,Stand-Up Comedy,5.9,946
s1753,Movie,The Great Magician,Yee Tung-Shing,Hong Kong,8/29/2019,12/01/2017,2011,TV-14,128 min,"Action & Adventure, Comedies, Dramas",5.9,1741
s1764,Movie,The Wandering Earth,Frant Gwo,China,8/23/2019,8/12/2016,2019,TV-MA,125 min,"International Movies, Sci-Fi & Fantasy",5.9,29840
s1777,Movie,A Home with A View,Herman Yau,Hong Kong,8/15/2019,6/12/2016,2019,TV-MA,92 min,"Comedies, International Movies",5.9,294
s1867,Movie,No Other Woman,Ruel S. Bayani,Philippines,06-01-2019,5/08/2021,2011,TV-MA,103 min,"Dramas, International Movies, Romantic Movies",5.9,309
s1906,Movie,The Breaker Upperers,"Jackie van Beek, Madeleine Sami",New Zealand,05-10-2019,7/22/2021,2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies",5.9,6008
s2015,Movie,Battle,Katarina Launing,Norway,3/14/2019,6/18/2021,2018,TV-MA,98 min,"Dramas, International Movies, Romantic Movies",5.9,4139
s2019,Movie,SDU: Sex Duties Unit,Gary Mak,Hong Kong,03-08-2019,4/06/2021,2013,TV-MA,96 min,"Comedies, International Movies",5.9,479
s2027,Movie,Time Share,Sebastián Hofmann,Mexico,03-07-2019,6/15/2021,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",5.9,2762
s2035,Movie,Cam,Daniel Goldhaber,United States,03-01-2019,2/06/2021,2018,TV-MA,95 min,"Horror Movies, Independent Movies, Thrillers",5.9,31042
s2042,Movie,May the Devil Take You,Timo Tjahjanto,Indonesia,03-01-2019,9/05/2021,2018,TV-MA,111 min,"Horror Movies, International Movies",5.9,4209
s2093,Movie,Satyagraha,Prakash Jha,India,1/23/2019,7/05/2021,2013,TV-14,146 min,"Dramas, International Movies, Music & Musicals",5.9,5127
s2122,Movie,Illang: The Wolf Brigade,Kim Jee-woon,South Korea,01-07-2019,3/26/2021,2018,TV-MA,140 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",5.9,5073
s2194,Movie,Phantom,Kabir Khan,India,12-01-2018,11/19/2020,2015,TV-14,129 min,"Action & Adventure, International Movies",5.9,9145
s2280,Movie,Rowdy Rathore,Prabhu Deva,India,10/31/2018,11/11/2020,2012,TV-14,137 min,"Action & Adventure, Comedies, International Movies",5.9,22243
s2296,Movie,The Warning,Daniel Calparsoro,Spain,10/16/2018,10/23/2020,2018,TV-MA,93 min,"International Movies, Thrillers",5.9,6278
s2368,Movie,Sara's Notebook,Norberto López Amado,Spain,9/28/2018,3/09/2020,2018,TV-MA,117 min,"Dramas, International Movies, Thrillers",5.9,2699
s4654,Movie,The Kissing Booth,Vince Marcello,United Kingdom,09-07-2018,7/29/2020,2018,TV-14,105 min,"Comedies, Romantic Movies",5.9,81639
s2419,Movie,Psychokinesis,Sang-ho Yeon,South Korea,8/15/2018,6/26/2020,2018,TV-MA,102 min,"Action & Adventure, Comedies, International Movies",5.9,5519
s2434,Movie,6 Balloons,Marja Lewis Ryan,United States,08-02-2018,2/21/2020,2018,TV-MA,75 min,"Dramas, Independent Movies",5.9,4087
s2435,Movie,Amateur,Ryan Koo,United States,08-02-2018,2/15/2020,2018,TV-MA,96 min,"Dramas, Independent Movies, Sports Movies",5.9,4303
s2438,Movie,Orbiter 9,Hatem Khraiche,Spain,08-02-2018,2/01/2020,2017,TV-14,95 min,"Dramas, International Movies, Sci-Fi & Fantasy",5.9,7586
s2512,Movie,Expedition Happiness,Selima Taibi,Germany,6/15/2018,12/15/2019,2017,TV-PG,96 min,"Documentaries, International Movies",5.9,4483
s2539,Movie,The Polka King,Maya Forbes,United States,5/25/2018,10/25/2019,2018,TV-14,94 min,"Comedies, Independent Movies",5.9,10428
s2546,Movie,Eve's Apple,Jose Manuel Colón,Spain,05-12-2018,1/09/2019,2017,TV-MA,91 min,"Documentaries, International Movies",5.9,86
s2566,Movie,Shikari,"Latif Faiziyev, Umesh Mehra",India,05-01-2018,7/16/2019,1991,TV-14,163 min,"Dramas, International Movies, Music & Musicals",5.9,66
s2776,Movie,Catfight,Onur Tukel,United States,11-01-2017,1/05/2019,2016,TV-MA,96 min,"Comedies, Independent Movies",5.9,6251
s2781,Movie,Little Boxes,Rob Meyer,United States,10/31/2017,4/19/2019,2016,TV-MA,89 min,"Comedies, Dramas, Independent Movies",5.9,1971
s2849,Movie,Kevin Hart: What Now?,Leslie Small,United States,09-01-2017,5/04/2019,2016,R,96 min,Stand-Up Comedy,5.9,9458
s2854,Movie,Toro,Kike Maíllo,Spain,09-01-2017,8/03/2019,2016,TV-MA,106 min,"Dramas, International Movies, Thrillers",5.9,3209
s2910,Movie,7.19,Jorge Michel Grau,Mexico,7/15/2017,7/03/2019,2016,TV-MA,93 min,"Dramas, International Movies",5.9,644
s2913,Movie,Barry,Vikram Gandhi,United States,7/14/2017,2/27/2019,2016,TV-MA,105 min,Dramas,5.9,7116
s2933,Movie,Rainbow Time,Linas Phillips,United States,6/27/2017,7/12/2018,2016,TV-MA,92 min,"Comedies, Dramas, Independent Movies",5.9,710
s2949,Movie,True Memoirs of an International Assassin,Jeff Wadlow,United States,6/15/2017,11/20/2018,2016,TV-14,98 min,"Action & Adventure, Comedies",5.9,22466
s2996,Movie,Interview with a Serial Killer,Christopher Martin,United States,5/15/2017,1/11/2018,2008,TV-MA,45 min,Documentaries,5.9,595
s436,Movie,The Blue Lagoon,Randal Kleiser,United States,09-01-2021,3/26/2021,1980,R,105 min,"Dramas, Romantic Movies",5.8,69053
s2059,Movie,Home Again,Hallie Meyers-Shyer,United States,7/28/2021,12/25/2019,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",5.8,31620
s3362,Movie,Life of Crime,Daniel Schechter,United States,08-03-2021,12/05/2017,2013,R,101 min,"Comedies, Independent Movies",5.8,18793
s3525,Movie,Xtreme,Daniel Benmayor,Spain,07-01-2021,1/04/2017,2021,TV-MA,112 min,"Action & Adventure, International Movies",5.8,4273
s265,Movie,Super Monsters: Once Upon a Rhyme,Steve Ball,United States,6/26/2021,12/01/2017,2021,TV-Y,25 min,Children & Family Movies,5.8,38
s268,Movie,The Wedding Guest,Michael Winterbottom,United Kingdom,6/25/2021,8/12/2016,2018,R,97 min,"Dramas, Romantic Movies, Thrillers",5.8,5480
s3985,Movie,Super Me,Zhang Chong,China,06-11-2021,5/08/2021,2021,TV-14,104 min,"Action & Adventure, Dramas, International Movies",5.8,1527
s4649,Movie,Escape from Planet Earth,Cal Brunker,United States,5/16/2021,6/15/2021,2013,PG,89 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",5.8,25639
s4711,Movie,Irul,Naseef Yusuf Izuddin,India,5/21/2021,2/06/2021,2021,TV-MA,91 min,"International Movies, Thrillers",5.8,3021
s5121,Movie,Keeping the Bees,Eylem Kaftan,Turkey,05-07-2021,7/05/2021,2020,TV-14,93 min,"Dramas, International Movies",5.8,803
s347,Movie,Dogwashers,Carlos Moreno,Colombia,4/23/2021,12/03/2021,2021,TV-MA,108 min,"Comedies, Dramas, International Movies",5.8,597
s357,Movie,Bigfoot Family,"Jérémie Degruson, Ben Stassen",Belgium,4/17/2021,11/11/2020,2021,TV-Y7,88 min,"Children & Family Movies, Comedies",5.8,2609
s6266,Movie,All My Friends Are Dead,Jan Belcl,Poland,3/26/2021,9/28/2020,2020,TV-MA,97 min,"Comedies, Dramas, International Movies",5.8,6126
s456,Movie,A California Christmas,Shaun Paul Piccinino,United States,02-05-2021,2/21/2020,2020,PG-13,107 min,"Comedies, Romantic Movies",5.8,9721
s7761,Movie,Break,Marc Fouchard,France,1/27/2021,10/25/2019,2018,TV-MA,96 min,"Comedies, Dramas, International Movies",5.8,1144
s551,Movie,Midnight at the Magnolia,Maxwell McGuire,Canada,12/17/2020,7/16/2019,2020,TV-G,87 min,"Comedies, Romantic Movies",5.8,5296
s552,Movie,Operation Christmas Drop,Martin Wood,United States,12/16/2020,12/03/2019,2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies",5.8,11329
s556,Movie,Felix Lobrecht: Hype,Jan-Peter Horns,Germany,12/16/2020,6/05/2019,2020,TV-MA,60 min,Stand-Up Comedy,5.8,250
s638,Movie,You've Got This,Salvador Espinosa,Mexico,11/15/2020,1/05/2019,2020,TV-MA,112 min,"Comedies, International Movies, Romantic Movies",5.8,1273
s743,Movie,The Babysitter: Killer Queen,McG,United States,10/19/2020,5/04/2019,2020,TV-MA,102 min,"Comedies, Horror Movies",5.8,37462
s758,Movie,The Lost Okoroshi,Abba T. Makama,Nigeria,10/15/2020,3/22/2019,2019,TV-MA,94 min,"Comedies, Dramas, Independent Movies",5.8,172
s792,Movie,Class of '83,Atul Sabharwal,India,10-03-2020,8/03/2019,2020,TV-14,98 min,"Dramas, International Movies, Thrillers",5.8,5571
s802,Movie,Nigerian Prince,Faraday Okoro,United States,10-01-2020,7/03/2019,2018,TV-MA,104 min,"Dramas, Independent Movies",5.8,383
s839,Movie,Animal Crackers,"Tony Bancroft, Scott Christian Sava",China,9/19/2020,2/27/2019,2020,TV-Y7,106 min,"Children & Family Movies, Comedies",5.8,3352
s912,Movie,Hunter in the Blue Side of Manchester,Rako Prijanto,Indonesia,09-01-2020,11/20/2018,2020,TV-MA,89 min,"Dramas, International Movies",5.8,43
s959,Movie,An Evening with Beverly Luff Linn,Jim Hosking,United Kingdom,7/26/2020,1/11/2018,2018,R,108 min,"Comedies, Independent Movies",5.8,5457
s996,Movie,Overnight Republic,Murat Kepez,Turkey,07-10-2020,1/11/2018,2017,TV-MA,105 min,"Comedies, International Movies",5.8,4632
s1018,Movie,Freej Al Taibeen,Ahmed Zain,United Arab Emirates,07-05-2020,7/28/2018,2018,TV-PG,99 min,"Comedies, Dramas, International Movies",5.8,9
s1040,Movie,Lady Driver,Shaun Paul Piccinino,United States,07-03-2020,1/05/2018,2019,PG,104 min,"Dramas, Sports Movies",5.8,1463
s1081,Movie,Wedy Atkalam,Sadeq Behbehani,Kuwait,6/27/2020,4/27/2018,2018,TV-PG,72 min,"Comedies, Dramas, International Movies",5.8,17
s1174,Movie,Ungli,Renzil D'Silva,India,5/23/2020,3/30/2018,2014,TV-14,114 min,"Comedies, Dramas, International Movies",5.8,3888
s1178,Movie,Maska,Neeraj Udhwani,India,5/22/2020,3/23/2018,2020,TV-MA,112 min,"Comedies, Dramas, International Movies",5.8,1433
s1294,Movie,Motichoor Chaknachoor,Debamitra Biswal,India,04-01-2020,5/02/2018,2019,TV-14,132 min,"Comedies, Dramas, International Movies",5.8,2774
s1290,Movie,A Fall from Grace,Tyler Perry,United States,04-01-2020,1/19/2018,2020,TV-MA,121 min,"Dramas, Thrillers",5.8,15029
s1344,Movie,Sweetheart,J.D. Dillard,United States,3/17/2020,10/20/2017,2019,PG-13,83 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",5.8,8074
s1397,Movie,A Family Reunion Christmas,Robbie Countryman,United States,2/26/2020,1/07/2017,2019,TV-PG,29 min,"Children & Family Movies, Comedies",5.8,216
s1453,Movie,Let It Snow,Luke Snellin,United States,1/20/2020,1/05/2017,2019,PG-13,93 min,"Comedies, Dramas, LGBTQ Movies",5.8,21515
s1464,Movie,American Son,Kenny Leon,United States,1/15/2020,3/24/2017,2019,TV-MA,90 min,Dramas,5.8,6904
s1476,Movie,"Liar, Liar, Vampire",Vince Marcello,United States,01-01-2020,4/15/2016,2015,TV-PG,68 min,"Children & Family Movies, Comedies",5.8,940
s1492,Movie,The Man Without Gravity,Marco Bonfanti,Italy,12/31/2019,10/23/2015,2019,TV-MA,107 min,"Dramas, International Movies",5.8,2485
s1502,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,United States,12/25/2019,10/09/2021,2019,TV-MA,67 min,"Documentaries, Stand-Up Comedy",5.8,1268
s1503,Movie,Eli,Ciarán Foy,United States,12/25/2019,8/27/2021,2019,TV-MA,98 min,Horror Movies,5.8,34477
s1752,Movie,Dry Martina,Che Sandoval,Chile,8/30/2019,7/23/2021,2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies",5.8,965
s1797,Movie,The Perfect Date,Chris Nelson,United States,7/30/2019,7/15/2021,2019,TV-14,91 min,"Comedies, Romantic Movies",5.8,37913
s1813,Movie,15-Aug,Swapnaneel Jayakar,India,7/17/2019,6/07/2021,2019,TV-14,124 min,"Comedies, Dramas, Independent Movies",5.8,273
s1827,Movie,The Unmarried Wife,Maryo J. De los Reyes,Philippines,6/27/2019,1/07/2021,2016,TV-MA,130 min,"Dramas, International Movies, Romantic Movies",5.8,188
s2029,Movie,The Tribe,Fernando Colomo,Spain,03-05-2019,5/05/2021,2018,TV-MA,91 min,"Comedies, International Movies",5.8,2627
s2044,Movie,BuyBust,Erik Matti,Philippines,2/27/2019,4/17/2021,2018,TV-MA,128 min,"Action & Adventure, International Movies",5.8,1874
s2072,Movie,Ghanchakkar,Raj Kumar Gupta,India,2/15/2019,3/26/2021,2013,TV-MA,129 min,"Comedies, International Movies, Thrillers",5.8,5019
s2172,Movie,Ek Main Aur Ekk Tu,Shakun Batra,India,12-07-2018,3/03/2021,2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies",5.8,6754
s2221,Movie,Sierra Burgess Is A Loser,Ian Samuels,United States,11/15/2018,2/02/2021,2018,PG-13,106 min,"Comedies, Romantic Movies",5.8,38319
s2229,Movie,The Debt Collector,Jesse V. Johnson,United Kingdom,11-09-2018,1/01/2021,2018,TV-MA,96 min,Action & Adventure,5.8,7344
