show_id,Type,Title,Director,Country,Date_added,Date_Added,Release_Year,Rating,Duration,Listed_In,IMDB_Rating,IMBD_Votes
s3396,Movie,Confusion Na Wa,Kenneth Gyang,Nigeria,07-01-2021,8/18/2021,2013,TV-MA,106 min,"Comedies, Dramas, International Movies",7,38
s279,Movie,Ahaan,Nikhil Pherwani,India,6/16/2021,1/08/2021,2021,TV-MA,81 min,"Dramas, Independent Movies, International Movies",7,321
s3854,Movie,Ferry,Cecilia Verheyden,Belgium,6/16/2021,1/07/2021,2021,TV-MA,107 min,"Dramas, International Movies, Thrillers",7,10748
s4106,TV Show,The Sons of Sam: A Descent into Darkness,Joshua Zeman,United States,06-09-2021,6/23/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",7,8124
s311,Movie,The Zookeeper's Wife,Niki Caro,Czech Republic,5/25/2021,2/20/2021,2017,PG-13,127 min,Dramas,7,42808
s5110,Movie,Croupier,Mike Hodges,Ireland,05-08-2021,3/12/2020,1998,TV-MA,95 min,"Dramas, Independent Movies, Thrillers",7,21382
s5292,Movie,Just In Time,Dolapo Adeleke,Kenya,4/29/2021,3/11/2020,2020,TV-G,92 min,"Comedies, Dramas, International Movies",7,43
s348,Movie,Fate of Alakada,Kayode Kasum,Nigeria,4/23/2021,9/16/2020,2020,TV-14,113 min,"Comedies, International Movies",7,54
s352,TV Show,Murder Among the Mormons,"Jared Hess, Tyler Measom",United States,4/21/2021,4/09/2020,2021,TV-14,1 Season,"Crime TV Shows, Docuseries",7,6028
s363,Movie,Made You Look: A True Story About Fake Art,Barry Avrich,Canada,4/16/2021,8/07/2020,2020,TV-14,90 min,"Documentaries, International Movies",7,4111
s6764,Movie,Pieces of a Woman,Kornél Mundruczó,Canada,03-01-2021,6/17/2020,2020,R,128 min,Dramas,7,47795
s466,Movie,Torbaaz,Girish Malik,India,02-05-2021,1/04/2020,2020,TV-MA,133 min,"Dramas, International Movies, Sports Movies",7,17828
s470,Movie,Rose Island,Sydney Sibilia,Italy,02-01-2021,5/03/2020,2020,TV-14,119 min,"Comedies, Dramas, International Movies",7,20019
s474,TV Show,Room 2806: The Accusation,Jalil Lespert,France,1/29/2021,1/31/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",7,2298
s7839,Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,United States,1/15/2021,8/12/2019,2020,TV-PG,81 min,"Children & Family Movies, Documentaries",7,339
s69,Movie,Loving,Jeff Nichols,United Kingdom,12/30/2020,6/11/2019,2016,PG-13,124 min,"Dramas, Romantic Movies",7,34139
s543,TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,Argentina,12/17/2020,10/15/2019,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",7,2375
s592,Movie,Under the Bombs,Philippe Aractingi,France,12-02-2020,12/07/2019,2007,TV-MA,94 min,"Dramas, Independent Movies, International Movies",7,1641
s613,Movie,Hunterrr,Harshavardhan Kulkarni,India,11/20/2020,6/30/2019,2015,TV-MA,140 min,"Comedies, International Movies, Romantic Movies",7,6199
s667,Movie,Dedh Ishqiya,Abhishek Chaubey,India,11-06-2020,6/15/2019,2014,TV-14,146 min,"Comedies, Dramas, International Movies",7,7179
s728,Movie,Aapla Manus,Satish Rajwade,India,10/19/2020,5/04/2019,2018,TV-14,133 min,"Dramas, International Movies, Thrillers",7,922
s765,Movie,Ave Maryam,Ertanto Robby Soediskam,Indonesia,10/15/2020,2/27/2019,2018,TV-PG,73 min,"Dramas, Independent Movies, International Movies",7,479
s851,Movie,Ip Man 4: The Finale,Wilson Yip,Hong Kong,9/15/2020,2/22/2019,2019,TV-MA,105 min,"Action & Adventure, Dramas, International Movies",7,30694
s874,Movie,A Kid from Coney Island,"Coodie, Chike",United States,09-10-2020,5/02/2019,2019,TV-MA,89 min,"Documentaries, Sports Movies",7,536
s932,Movie,Ride Like a Girl,Rachel Griffiths,Australia,8/17/2020,1/18/2019,2020,PG,99 min,"Children & Family Movies, Dramas, Independent Movies",7,3865
s983,Movie,Okko's Inn,Kitaro Kosaka,Japan,7/21/2020,1/15/2019,2018,PG,96 min,"Anime Features, Children & Family Movies",7,1803
s999,Movie,Mirai,Mamoru Hosoda,Japan,07-05-2020,4/01/2019,2018,PG,98 min,"Action & Adventure, Anime Features, Children & Family Movies",7,14983
s1054,Movie,Game Over,Ahmed Al-Badry,Egypt,07-01-2020,1/12/2018,2012,TV-14,96 min,"Comedies, International Movies, Romantic Movies",7,7297
s1068,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq",Indonesia,07-01-2020,11/16/2018,2018,TV-14,109 min,"Dramas, International Movies, Romantic Movies",7,3294
s1084,Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,United States,6/26/2020,1/11/2018,2020,TV-14,190 min,Comedies,7,5211
s1197,Movie,Bert Kreischer: Hey Big Boy,Jeff Tomsic,United States,5/19/2020,10/10/2018,2020,TV-MA,62 min,Stand-Up Comedy,7,1913
s1212,Movie,I am Jonas,Christophe Charrier,France,5/14/2020,1/10/2018,2019,TV-MA,82 min,"Dramas, Independent Movies, International Movies",7,5598
s1259,Movie,Love for Sale 2,Andibachtiar Yusuf,Indonesia,4/21/2020,4/08/2018,2019,TV-14,96 min,"Dramas, International Movies, Romantic Movies",7,549
s1308,Movie,Bulbul Can Sing,Rima Das,India,04-01-2020,8/05/2018,2018,TV-14,95 min,"Dramas, Independent Movies, International Movies",7,384
s1361,Movie,Dil Dhadakne Do,Zoya Akhtar,India,03-06-2020,3/23/2018,2015,TV-MA,174 min,"Comedies, Dramas, International Movies",7,17149
s1420,Movie,The Body Remembers When the World Broke Open,"Elle-Máijá Tailfeathers, Kathleen Hepburn",Canada,02-08-2020,2/03/2018,2019,TV-MA,106 min,"Dramas, Independent Movies",7,731
s1564,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,United States,12-01-2019,10/27/2017,2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals",7,170
s1657,Movie,The Milk System,Andreas Pichler,Germany,10/25/2019,8/15/2017,2017,TV-14,91 min,"Documentaries, International Movies",7,525
s1784,Movie,ReMastered: Devil at the Crossroads,Brian Oakes,United States,08-09-2019,1/06/2017,2019,TV-14,49 min,"Documentaries, Music & Musicals",7,2691
s1790,Movie,Franco Escamilla: Bienvenido al mundo,Ulises Valencia,Mexico,08-06-2019,1/23/2017,2019,TV-MA,54 min,Stand-Up Comedy,7,221
s1822,Movie,ReMastered: The Miami Showband Massacre,Stuart Sender,United States,6/30/2019,10/28/2016,2019,TV-MA,71 min,"Documentaries, Music & Musicals",7,1353
s1854,Movie,Jeff Dunham: Minding the Monsters,Manny Rodriguez,United States,6/19/2019,1/10/2016,2012,TV-MA,80 min,Stand-Up Comedy,7,1401
s1873,Movie,Sarkar,A.R. Murugadoss,India,5/31/2019,9/12/2015,2018,TV-MA,162 min,"Action & Adventure, Dramas, International Movies",7,18453
s1892,Movie,She's Dating the Gangster,Cathy Garcia-Molina,Philippines,5/17/2019,10/09/2021,2014,TV-14,113 min,"Dramas, International Movies, Romantic Movies",7,1079
s1997,Movie,Vir Das: Losing It,Marcus Raboy,United States,3/15/2019,8/27/2021,2018,TV-MA,68 min,Stand-Up Comedy,7,1238
s2028,Movie,The Christmas Chronicles,Clay Kaytis,United States,03-07-2019,8/18/2021,2018,TV-PG,104 min,"Children & Family Movies, Comedies",7,71182
s2117,Movie,Ronnie Coleman: The King,Vlad Yudin,United States,01-11-2019,8/19/2021,2018,TV-MA,93 min,Documentaries,7,3730
s2189,Movie,My Suicide,David Lee Miller,United States,12-01-2018,6/13/2021,2009,TV-MA,111 min,"Comedies, Dramas, Independent Movies",7,1936
s2235,Movie,Once Again,Kanwal Sethi,India,11-02-2018,2/06/2021,2018,TV-PG,101 min,"Dramas, Independent Movies, International Movies",7,980
s2449,Movie,Main Hoon Na,Farah Khan,India,08-02-2018,2/26/2021,2004,TV-14,171 min,"Action & Adventure, Comedies, Dramas",7,35142
s2618,Movie,One of Us,"Heidi Ewing, Rachel Grady",United States,04-01-2018,2/25/2021,2017,TV-14,95 min,Documentaries,7,6482
s2627,Movie,Kingdom of Us,Lucy Cohen,United Kingdom,3/26/2018,2/21/2021,2017,TV-MA,110 min,Documentaries,7,887
s2656,Movie,Gaga: Five Foot Two,Chris Moukarbel,United States,03-01-2018,1/13/2021,2017,TV-MA,101 min,"Documentaries, Music & Musicals",7,12825
s2660,Movie,Jerry Before Seinfeld,Michael Bonfiglio,United States,03-01-2018,1/01/2021,2017,TV-14,62 min,Stand-Up Comedy,7,5643
s2706,Movie,Colin Quinn: Unconstitutional,Jay Chapman,United States,1/17/2018,12/31/2020,2015,TV-MA,56 min,Stand-Up Comedy,7,465
s2718,Movie,Handsome Devil,John Butler,Ireland,01-02-2018,12/17/2020,2016,TV-MA,95 min,"Comedies, Dramas, International Movies",7,13708
s2807,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",Brazil,10/13/2017,11/15/2020,2017,TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies",7,688
s2866,Movie,Jim Norton: Mouthful of Shame,Shannon Hartman,United States,8/29/2017,11/11/2020,2017,TV-MA,62 min,Stand-Up Comedy,7,1324
s2882,Movie,Katherine Ryan: In Trouble,Colin Dench,United Kingdom,08-12-2017,10/27/2020,2017,TV-MA,64 min,Stand-Up Comedy,7,2165
s2940,Movie,Carlos Ballarta: El amor es de putos,"Jan Suter, Raúl Campos Delgado",Mexico,6/20/2017,9/10/2020,2016,TV-MA,67 min,Stand-Up Comedy,7,232
s3015,Movie,Ip Man 3,Wilson Yip,China,05-02-2017,4/10/2020,2015,PG-13,105 min,"Action & Adventure, Dramas, International Movies",7,54128
s3059,TV Show,Hemlock Grove,Eli Roth,United States,04-01-2017,1/10/2020,2015,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",7,39590
s3101,Movie,Print the Legend,"Luis Lopez, Clay Tweel",United States,1/29/2017,1/29/2017,2014,TV-14,100 min,Documentaries,7,1967
s3111,Movie,Adam: His Song Continues,Robert Markowitz,United States,01-10-2017,10/01/2017,1986,TV-MA,96 min,Dramas,7,209
s3151,Movie,Den of Thieves,Christian Gudegast,United States,11-04-2016,4/11/2016,2018,R,140 min,Action & Adventure,7,107701
s3160,Movie,Harold & Kumar Go to White Castle,Danny Leiner,United States,10/13/2016,10/13/2016,2004,R,88 min,"Comedies, Cult Movies",7,193053
s3196,Movie,Soul Surfer,Sean McNamara,United States,07-06-2016,6/07/2016,2011,PG,106 min,"Dramas, Faith & Spirituality, Sports Movies",7,49101
s3216,Movie,The Foreigner,Martin Campbell,United Kingdom,3/18/2016,3/18/2016,2017,R,113 min,"Action & Adventure, International Movies",7,112487
s141,TV Show,Office Girls,Hsu Fu-chun,Taiwan,8/18/2021,8/07/2020,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.9,140
s143,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller",United States,8/18/2021,5/07/2020,2009,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",6.9,226225
s147,Movie,My Girl,Howard Zieff,United States,8/13/2021,6/25/2020,1991,PG-13,102 min,Dramas,6.9,79800
s175,Movie,Cousins,"Ainsley Gardiner, Briar Grace-Smith",New Zealand,08-01-2021,3/13/2020,2021,TV-MA,99 min,Dramas,6.9,474
s177,Movie,The Tambour of Retribution,Abdulaziz Alshlahei,Saudi Arabia,08-01-2021,5/03/2020,2021,TV-14,91 min,"Dramas, International Movies, Romantic Movies",6.9,966
s2640,Movie,The Long Riders,Walter Hill,United States,7/17/2021,1/01/2019,1980,R,100 min,Action & Adventure,6.9,11329
s245,Movie,Until Midnight,Tariq Alkazim,United Arab Emirates,07-01-2021,9/15/2017,2019,TV-14,77 min,"International Movies, Thrillers",6.9,717
s3678,Movie,One Lagos Night,Ekene Som Mekwunye,Nigeria,6/25/2021,1/08/2017,2021,TV-14,103 min,"Comedies, International Movies",6.9,15
s3685,Movie,Then Came You,Peter Hutchings,United States,6/23/2021,1/06/2017,2019,TV-MA,97 min,"Comedies, Dramas, Independent Movies",6.9,12356
s327,Movie,Pagglait,Umesh Bist,India,05-07-2021,8/25/2021,2021,TV-PG,114 min,"Comedies, Dramas, International Movies",6.9,9133
s341,Movie,Get on Up,Tate Taylor,United Kingdom,4/30/2021,8/18/2021,2014,PG-13,139 min,"Dramas, Music & Musicals",6.9,24456
s5260,Movie,Brian Regan: On the Rocks,Troy Miller,United States,4/16/2021,2/06/2021,2021,TV-G,58 min,Stand-Up Comedy,6.9,601
s6858,Movie,Cops and Robbers,"Arnon Manor, Timothy Ware-Hill",United States,2/23/2021,1/03/2021,2020,PG-13,8 min,Dramas,6.9,0
s7018,Movie,AK vs AK,Vikramaditya Motwane,India,2/20/2021,2/26/2021,2020,TV-MA,109 min,"Comedies, Dramas, International Movies",6.9,14048
s448,Movie,Ma Rainey's Black Bottom,George C. Wolfe,United States,02-12-2021,2/25/2021,2020,R,94 min,"Dramas, Music & Musicals",6.9,50275
s587,Movie,Out of Life,Maroun Baghdadi,France,12-03-2020,11/15/2020,1991,TV-MA,94 min,"Classic Movies, Dramas, Independent Movies",6.9,365
s689,Movie,Welcome,Anees Bazmee,India,11-03-2020,12/11/2020,2007,TV-PG,149 min,"Comedies, International Movies, Music & Musicals",6.9,21799
s703,Movie,The Royal Bengal Tiger,Rajesh Ganguly,India,10/28/2020,11/11/2020,2014,TV-MA,103 min,"Dramas, International Movies, Thrillers",6.9,874
s772,Movie,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",Brazil,10/15/2020,9/10/2020,2020,TV-MA,63 min,Stand-Up Comedy,6.9,194
s896,Movie,Funan,Denis Do,France,9/16/2020,4/10/2020,2018,TV-14,87 min,"Dramas, International Movies",6.9,916
s893,Movie,Mary Kom,Omung Kumar,India,09-04-2020,7/18/2020,2014,TV-PG,120 min,"Dramas, International Movies, Sports Movies",6.9,10656
s918,Movie,David Foster: Off the Record,Barry Avrich,Canada,8/26/2020,7/17/2020,2019,TV-MA,107 min,"Documentaries, Music & Musicals",6.9,552
s931,Movie,#FriendButMarried 2,Rako Prijanto,Indonesia,8/18/2020,1/07/2020,2020,TV-G,104 min,"Dramas, International Movies, Romantic Movies",6.9,300
s951,Movie,Elevator Baby,Akhigbe Ilozobhie,Nigeria,08-08-2020,6/25/2020,2019,TV-MA,84 min,"Dramas, International Movies",6.9,73
s981,Movie,Axone,Nicholas Kharkongor,India,7/23/2020,6/22/2020,2020,TV-MA,101 min,"Comedies, Dramas, Independent Movies",6.9,2182
s1007,Movie,Spelling the Dream,Sam Rega,United States,07-08-2020,6/20/2020,2020,TV-G,83 min,"Children & Family Movies, Documentaries",6.9,716
s1035,Movie,#FriendButMarried,Rako Prijanto,Indonesia,07-05-2020,1/06/2020,2018,TV-G,102 min,"Dramas, International Movies, Romantic Movies",6.9,695
s1086,Movie,18 Presents,Francesco Amato,Italy,6/25/2020,4/23/2020,2020,TV-MA,114 min,"Dramas, Independent Movies, International Movies",6.9,3739
s1091,Movie,Si Doel the Movie,Rano Karno,Indonesia,6/22/2020,1/11/2019,2018,TV-PG,86 min,"Dramas, International Movies",6.9,415
s1104,Movie,The Half Of It,Alice Wu,United States,6/18/2020,9/30/2019,2020,PG-13,105 min,"Comedies, Dramas, LGBTQ Movies",6.9,34959
s1114,Movie,This Earth of Mankind,Hanung Bramantyo,Indonesia,6/17/2020,9/20/2019,2019,TV-14,180 min,"Dramas, International Movies",6.9,729
s1121,Movie,Varane Avashyamund,Anoop Sathyan,India,6/13/2020,6/09/2019,2020,TV-14,144 min,"Comedies, Dramas, International Movies",6.9,2721
s1191,Movie,A Life of Speed: The Juan Manuel Fangio Story,Francisco Macri,Argentina,5/20/2020,1/09/2019,2020,TV-14,93 min,"Documentaries, International Movies, Sports Movies",6.9,1854
s1261,Movie,Thottappan,Shanavas K. Bavakutty,India,4/17/2020,6/16/2019,2019,TV-14,139 min,"Comedies, Dramas, International Movies",6.9,366
s1293,Movie,Fortune Feimster: Sweet & Salty,Krysia Plonka,United States,04-01-2020,7/06/2019,2020,TV-MA,61 min,Stand-Up Comedy,6.9,949
s1298,Movie,Jezebel,Numa Perrier,United States,04-01-2020,1/05/2019,2019,TV-MA,86 min,"Dramas, Independent Movies",6.9,1304
s1304,Movie,Legend,Brian Helgeland,United Kingdom,04-01-2020,3/15/2019,2015,R,132 min,"Dramas, International Movies, Thrillers",6.9,175273
s1354,Movie,"Sincerely Yours, Dhaka","Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan",Bangladesh,3/13/2020,12/23/2018,2018,TV-MA,136 min,"Comedies, Dramas, Independent Movies",6.9,653
s1368,Movie,Fukrey,Mrighdeep Singh Lamba,India,03-05-2020,1/11/2018,2013,TV-14,135 min,"Action & Adventure, Comedies, Dramas",6.9,11656
s1436,Movie,Suffragette,Sarah Gavron,United Kingdom,1/31/2020,1/10/2018,2015,PG-13,107 min,"Dramas, International Movies",6.9,41529
s1527,Movie,Deon Cole: Cole Hearted,Ryan Polito,United States,12/15/2019,4/08/2018,2019,TV-MA,70 min,Stand-Up Comedy,6.9,883
s1551,Movie,Jeff Dunham: Beside Himself,Troy Miller,United States,12-08-2019,1/07/2018,2019,TV-MA,58 min,Stand-Up Comedy,6.9,1077
s1621,Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson",United States,11-06-2019,4/19/2018,2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies",6.9,3820
s1677,Movie,The Wolf's Call,Antonin Baudry,France,10/15/2019,12/15/2017,2019,TV-14,116 min,"Dramas, International Movies, Thrillers",6.9,17236
s1816,Movie,The Highwaymen,John Lee Hancock,United States,07-12-2019,9/22/2017,2019,R,132 min,Dramas,6.9,88714
s1823,Movie,The Dirt,Jeff Tremaine,United States,6/30/2019,1/09/2017,2019,TV-MA,108 min,"Comedies, Dramas, Music & Musicals",6.9,47603
s1843,Movie,Barcelona: A Love Untold,Olivia M. Lamasan,Philippines,6/15/2019,7/24/2017,2016,TV-14,132 min,"Dramas, International Movies, Romantic Movies",6.9,749
s1905,Movie,Neevevaro,Hari Nath,India,05-10-2019,7/07/2017,2018,TV-14,132 min,"Dramas, International Movies, Romantic Movies",6.9,809
s1960,Movie,And Breathe Normally,Ísold Uggadóttir,Iceland,04-05-2019,1/07/2017,2018,TV-14,102 min,"Dramas, Independent Movies, International Movies",6.9,3020
s2631,Movie,Outlaw King,David Mackenzie,United Kingdom,2/27/2019,12/15/2016,2018,R,122 min,"Action & Adventure, Dramas",6.9,69834
s2061,Movie,Chup Chup Ke,"Priyadarshan, Kookie V. Gulati",India,2/22/2019,9/12/2016,2006,TV-14,158 min,"Comedies, Dramas, International Movies",6.9,10528
s2073,Movie,Grandmaster,B. Unnikrishnan,India,2/15/2019,8/19/2016,2012,TV-14,133 min,"International Movies, Thrillers",6.9,2165
s2081,Movie,Kalakalappu,Sundar C.,India,02-05-2019,5/27/2016,2012,TV-14,154 min,"Comedies, International Movies, Music & Musicals",6.9,1342
s2101,Movie,Sommore: The Reign Continues,Kevin Layne,United States,1/18/2019,2/26/2016,2015,TV-MA,93 min,Stand-Up Comedy,6.9,76
s2104,Movie,Welcome to Sajjanpur,Shyam Benegal,India,1/15/2019,5/02/2016,2008,TV-14,131 min,"Comedies, Dramas, International Movies",6.9,3239
s2129,Movie,The Night Comes for Us,Timo Tjahjanto,Indonesia,01-04-2019,8/25/2021,2018,TV-MA,121 min,"Action & Adventure, International Movies",6.9,25500
s2140,Movie,Feminists: What Were They Thinking?,Johanna Demetrakas,United States,12/31/2018,7/27/2021,2018,TV-MA,86 min,"Documentaries, LGBTQ Movies",6.9,2196
s2142,Movie,ReMastered: Who Shot the Sheriff,Kief Davidson,United States,01-01-2019,8/07/2021,2018,TV-14,57 min,"Documentaries, Music & Musicals",6.9,1381
s2197,Movie,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla",India,12-01-2018,7/07/2021,2008,TV-14,155 min,"Action & Adventure, International Movies, Music & Musicals",6.9,63
s2206,Movie,Paradise Lost,Monique Gardenberg,Brazil,11/30/2018,2/07/2021,2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies",6.9,674
s2217,Movie,The Resistance Banker,Joram Lürsen,Netherlands,11/16/2018,6/23/2021,2018,TV-MA,123 min,"Dramas, International Movies",6.9,9273
s2266,Movie,2 States,Abhishek Varman,India,11-01-2018,5/27/2021,2014,TV-PG,143 min,"Comedies, Dramas, International Movies",6.9,25344
s2271,Movie,Fashion,Madhur Bhandarkar,India,11-01-2018,5/20/2021,2008,TV-MA,158 min,"Dramas, International Movies",6.9,12468
s2313,Movie,White Fang,Alexandre Espigares,France,10-10-2018,5/19/2021,2018,TV-PG,88 min,"Children & Family Movies, Dramas",6.9,3634
s2371,Movie,Sunday's Illness,Ramón Salazar,Spain,10-01-2018,4/30/2021,2017,PG-13,113 min,"Dramas, Independent Movies, International Movies",6.9,3484
s2364,Movie,Ali's Wedding,Jeffrey Walker,Australia,10-01-2018,4/23/2021,2018,TV-MA,110 min,"Comedies, Independent Movies, International Movies",6.9,4959
s2424,Movie,Mercury 13,"David Sington, Heather Walsh",United States,08-04-2018,8/01/2021,2018,TV-PG,79 min,Documentaries,6.9,1160
s2549,Movie,The Climb,Ludovic Bernard,France,05-08-2018,8/01/2021,2017,TV-14,105 min,"Action & Adventure, Comedies, Dramas",6.9,7383
s2579,Movie,Jack Whitehall: At Large,Brian Klein,United Kingdom,4/26/2018,1/01/2021,2017,TV-MA,68 min,Stand-Up Comedy,6.9,2094
s2633,Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,United States,3/23/2018,7/12/2020,2017,TV-MA,113 min,"Comedies, Dramas, Independent Movies",6.9,47971
s2650,Movie,Our Souls at Night,Ritesh Batra,United States,03-02-2018,10/30/2020,2017,TV-14,103 min,"Dramas, Romantic Movies",6.9,13360
s2733,Movie,D.L. Hughley: Clear,Jay Chapman,United States,12/15/2017,10/22/2020,2014,TV-MA,59 min,Stand-Up Comedy,6.9,249
s2787,Movie,Prince,Lekh Tandon,India,10/27/2017,10/13/2020,1969,TV-PG,152 min,"Dramas, International Movies, Romantic Movies",6.9,168
s2811,Movie,Smoke & Mirrors,Alberto Rodríguez,Spain,10/25/2017,2/10/2020,2016,TV-14,123 min,"Dramas, International Movies, Thrillers",6.9,7900
s2840,Movie,Vir Das: Abroad Understanding,Marcus Raboy,United States,9/15/2017,1/10/2020,2017,TV-MA,66 min,Stand-Up Comedy,6.9,1697
s2878,Movie,I Don't Feel at Home in This World Anymore,Macon Blair,United States,8/15/2017,2/08/2020,2017,TV-MA,97 min,"Dramas, Independent Movies, Thrillers",6.9,55549
s2898,Movie,Gad Gone Wild,Mario Rouleau,France,08-01-2017,7/29/2020,2017,TV-MA,57 min,Stand-Up Comedy,6.9,396
s2971,Movie,Amanda Knox,"Rod Blackhurst, Brian McGinn",Denmark,06-01-2017,7/21/2020,2016,TV-MA,92 min,Documentaries,6.9,23969
s2990,Movie,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,United States,5/16/2017,5/07/2020,2011,TV-MA,81 min,Stand-Up Comedy,6.9,230
s3116,Movie,Mitt,Greg Whiteley,United States,1/23/2017,1/23/2017,2014,TV-PG,93 min,Documentaries,6.9,2579
s3106,Movie,Shrek the Musical,Jason Moore,United States,1/17/2017,1/17/2017,2013,TV-G,130 min,"Children & Family Movies, Comedies, Music & Musicals",6.9,3634
s3153,Movie,Everybody Knows,Asghar Farhadi,Spain,10/28/2016,10/28/2016,2019,R,133 min,"Dramas, International Movies, Thrillers",6.9,34009
s3163,Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,United States,10-01-2016,1/10/2016,2010,PG,97 min,Children & Family Movies,6.9,82623
s3234,Movie,We the Animals,Jeremiah Zagar,United States,12-09-2015,9/12/2015,2018,R,93 min,"Dramas, Independent Movies",6.9,4181
s49,Movie,Worth,Sara Colangelo,United States,09-10-2021,6/13/2021,2021,PG-13,119 min,Dramas,6.8,12745
s74,Movie,Chappie,Neill Blomkamp,South Africa,09-05-2021,4/17/2021,2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy",6.8,247192
s850,Movie,Count Me In,Mark Lo,United Kingdom,8/27/2021,2/26/2021,2021,TV-MA,82 min,"Documentaries, Music & Musicals",6.8,1654
s128,Movie,Quartet,Dustin Hoffman,United Kingdom,8/25/2021,11/11/2020,2012,PG-13,98 min,"Comedies, Dramas, Independent Movies",6.8,20194
s1226,Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,United Kingdom,8/18/2021,10/27/2020,2021,TV-14,97 min,Documentaries,6.8,383
s140,Movie,Heavy,James Mangold,United States,8/19/2021,9/10/2020,1995,R,104 min,"Dramas, Independent Movies, Romantic Movies",6.8,4921
s180,Movie,The Beguiled,Sofia Coppola,United States,08-01-2021,5/05/2020,2017,R,94 min,"Dramas, Independent Movies, Thrillers",6.8,21
s210,Movie,Voiceless,Robert O. Peters,Nigeria,7/16/2021,8/24/2018,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers",6.8,31
s223,TV Show,Sophie: A Murder in West Cork,John Dower,United Kingdom,7/16/2021,4/19/2018,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",6.8,5093
s3910,Movie,Dance of the Forty One,David Pablos,Mexico,6/13/2021,5/02/2016,2021,TV-MA,99 min,"Dramas, Independent Movies, International Movies",6.8,4236
s299,Movie,Kara Bela,Burak Aksak,Turkey,06-02-2021,8/07/2021,2015,TV-MA,101 min,"Comedies, International Movies",6.8,8920
s303,Movie,This Lady Called Life,Kayode Kasum,Nigeria,06-02-2021,7/07/2021,2020,TV-14,120 min,"Dramas, International Movies, Romantic Movies",6.8,62
s4512,Movie,New Gods: Nezha Reborn,Zhao Ji,China,05-12-2021,2/07/2021,2021,TV-14,118 min,"Action & Adventure, Anime Features, International Movies",6.8,3045
s354,Movie,Biggie: I Got a Story to Tell,Emmett Malloy,United States,4/17/2021,5/20/2021,2021,R,98 min,"Documentaries, Music & Musicals",6.8,4934
s361,Movie,Tony Manero,Pablo Larraín,Chile,4/16/2021,4/21/2021,2008,TV-MA,97 min,"Dramas, Independent Movies, International Movies",6.8,4231
s6509,Movie,Penguin Bloom,Glendyn Ivin,Australia,3/17/2021,8/01/2021,2021,TV-14,95 min,"Children & Family Movies, Dramas",6.8,9792
s406,Movie,Tony Parker: The Final Shot,Florent Bodin,France,03-01-2021,1/01/2021,2020,TV-14,99 min,"Documentaries, International Movies, Sports Movies",6.8,1364
s424,Movie,Unknown,Jaume Collet-Serra,United Kingdom,2/26/2021,7/12/2020,2011,PG-13,113 min,"Action & Adventure, Thrillers",6.8,259696
s437,Movie,Too Handsome to Handle,Sabrina Rochelle Kalangie,Indonesia,2/25/2021,11/19/2020,2019,TV-14,106 min,"Comedies, Dramas, International Movies",6.8,523
s6907,Movie,Death to 2020,"Al Campbell, Alice Mathias",United States,2/21/2021,10/30/2020,2020,TV-MA,71 min,Comedies,6.8,38301
s7625,Movie,MANK,David Fincher,United States,1/28/2021,2/08/2020,2020,R,133 min,"Dramas, Independent Movies",6.8,71244
s495,Movie,Unexpectedly Yours,Cathy Garcia-Molina,Philippines,1/13/2021,7/21/2020,2017,TV-14,121 min,"Comedies, International Movies, Romantic Movies",6.8,178
